Date,Store,Daily Sales,Industry Average,Global Average
2025-06-08,East,8855,11417.5,11123.8
2025-06-08,West,8669,11417.5,11123.8
2025-06-09,North,8590,11019.25,11378.2
2025-06-09,South,14821,11019.25,11378.2
2025-06-09,East,8051,11019.25,11378.2
2025-06-09,West,12615,11019.25,11378.2
2025-06-10,North,11551,12144.75,12748.96
2025-06-10,South,12490,12144.75,12748.96
2025-06-10,East,11767,12144.75,12748.96
2025-06-10,West,12771,12144.75,12748.96
2025-06-11,North,8624,11690.5,11541.06
2025-06-11,South,13912,11690.5,11541.06
2025-06-11,East,12233,11690.5,11541.06
2025-06-11,West,11993,11690.5,11541.06
2025-06-12,North,12601,11626.5,11471.77
2025-06-12,South,10128,11626.5,11471.77
2025-06-12,East,14373,11626.5,11471.77
2025-06-12,West,9404,11626.5,11471.77
2025-06-13,North,14599,12996.75,13364.95
2025-06-13,South,13569,12996.75,13364.95
2025-06-13,East,11270,12996.75,13364.95
2025-06-13,West,12549,12996.75,13364.95
2025-06-14,North,8661,9036.5,9079.39
2025-06-14,South,9236,9036.5,9079.39
2025-06-14,East,9791,9036.5,9079.39
2025-06-14,West,8458,9036.5,9079.39
2025-06-15,North,11153,12059.25,11711.75
2025-06-15,South,14262,12059.25,11711.75
2025-06-15,East,8398,12059.25,11711.75
2025-06-15,West,14424,12059.25,11711.75
2025-06-16,North,10141,11731.5,11833.25
2025-06-16,South,14086,11731.5,11833.25
2025-06-16,East,9585,11731.5,11833.25
2025-06-16,West,13114,11731.5,11833.25
2025-06-17,North,13424,11640.5,11771.29
2025-06-17,South,9133,11640.5,11771.29
2025-06-17,East,14816,11640.5,11771.29
2025-06-17,West,9189,11640.5,11771.29
2025-06-18,North,8804,11715.75,11204.66
2025-06-18,South,12365,11715.75,11204.66
2025-06-18,East,13954,11715.75,11204.66
2025-06-18,West,11740,11715.75,11204.66
2025-06-19,North,12771,12490.5,13049.32
2025-06-19,South,14275,12490.5,13049.32
2025-06-19,East,8078,12490.5,13049.32
2025-06-19,West,14838,12490.5,13049.32
2025-06-20,North,8542,11953.0,11629.46
2025-06-20,South,14733,11953.0,11629.46
2025-06-20,East,10026,11953.0,11629.46
2025-06-20,West,14511,11953.0,11629.46
2025-06-21,North,9816,9957.0,9990.38
2025-06-21,South,10781,9957.0,9990.38
2025-06-21,East,10080,9957.0,9990.38
2025-06-21,West,9151,9957.0,9990.38
2025-06-22,North,11104,13094.75,13235.07
2025-06-22,South,11950,13094.75,13235.07
2025-06-22,East,14393,13094.75,13235.07
2025-06-22,West,14932,13094.75,13235.07
2025-06-23,North,13094,12069.0,12546.71
2025-06-23,South,11359,12069.0,12546.71
2025-06-23,East,9111,12069.0,12546.71
2025-06-23,West,14712,12069.0,12546.71
2025-06-24,North,13081,11120.75,11101.61
2025-06-24,South,10417,11120.75,11101.61
2025-06-24,East,9550,11120.75,11101.61
2025-06-24,West,11435,11120.75,11101.61
2025-06-25,North,13216,11612.75,11432.92
2025-06-25,South,11297,11612.75,11432.92
2025-06-25,East,9123,11612.75,11432.92
2025-06-25,West,12815,11612.75,11432.92
2025-06-26,North,14860,12182.5,11735.31
2025-06-26,South,9307,12182.5,11735.31
2025-06-26,East,14463,12182.5,11735.31
2025-06-26,West,10100,12182.5,11735.31
2025-06-27,North,10976,11208.25,11365.51
2025-06-27,South,13311,11208.25,11365.51
2025-06-27,East,11332,11208.25,11365.51
2025-06-27,West,9214,11208.25,11365.51
2025-06-28,North,11423,12808.0,13135.77
2025-06-28,South,12352,12808.0,13135.77
2025-06-28,East,12729,12808.0,13135.77
2025-06-28,West,14728,12808.0,13135.77
2025-06-29,North,8052,10186.5,10281.7
2025-06-29,South,9772,10186.5,10281.7
2025-06-29,East,13222,10186.5,10281.7
2025-06-29,West,9700,10186.5,10281.7
2025-06-30,North,14895,12072.5,11779.77
2025-06-30,South,8250,12072.5,11779.77
2025-06-30,East,13648,12072.5,11779.77
2025-06-30,West,11497,12072.5,11779.77
